Time [s],Read Data
0.711063937,0
0.711065437,1
0.711066000,0
0.711069437,1
0.711070000,0
0.711071563,1
0.711072125,0
0.711075500,1
0.711076062,0
0.711077562,1
0.711078063,0
0.711079563,1
0.711080125,0
0.711081625,1
0.711082187,0
0.711085625,1
0.711086125,0
0.711087687,1
0.711088250,0
0.711091687,1
0.711092250,0
0.711093750,1
0.711094250,0
0.711095750,1
0.711096250,0
0.711097813,1
0.711098312,0
0.711101750,1
0.711102313,0
0.711103875,1
0.711104437,0
0.711107875,1
0.711108375,0
0.711109937,1
0.711110438,0
0.711111875,1
0.711112437,0
0.711113937,1
0.711114500,0
0.711117937,1
0.711118500,0
0.711120063,1
0.711120562,0
0.711124000,1
0.711124563,0
0.711126062,1
0.711126625,0
0.711128063,1
0.711128625,0
0.711130125,1
0.711130625,0
0.711134125,1
0.711134687,0
0.711136187,1
0.711136750,0
0.711140187,1
0.711140688,0
0.711142250,1
0.711142750,0
0.711144250,1
0.711144750,0
0.711146250,1
0.711146813,0
0.711150313,1
0.711150813,0
0.711152375,1
0.711152937,0
0.711156312,1
0.711156875,0
0.711158375,1
0.711158938,0
0.711160375,1
0.711160937,0
0.711162437,1
0.711162938,0
0.711166437,1
0.711166938,0
0.711168563,1
0.711169063,0
0.711172500,1
0.711173063,0
0.711174562,1
0.711175062,0
0.711176563,1
0.711177063,0
0.711178562,1
0.711179125,0
0.711182563,1
0.711183125,0
0.711184687,1
0.711185250,0
0.711188625,1
0.711189188,0
0.711190688,1
0.711191250,0
0.711192687,1
0.711193250,0
0.711194750,1
0.711195313,0
0.711198750,1
0.711199250,0
0.711200875,1
0.711201375,0
0.711204813,1
0.711205312,0
0.711206875,1
0.711207375,0
0.711208813,1
0.711209375,0
0.711210875,1
0.711211438,0
0.711214875,1
0.711215438,0
0.711217000,1
0.711217500,0
0.711220938,1
0.711221500,0
0.711223000,1
0.711223562,0
0.711225000,1
0.711225563,0
0.711227063,1
0.711227562,0
0.711231063,1
0.711231625,0
0.711233125,1
0.711233688,0
0.711237125,1
0.711237625,0
0.711239125,1
0.711239687,0
0.711241125,1
0.711241688,0
0.711243188,1
0.711243750,0
0.711247188,1
0.711247750,0
0.711249313,1
0.711249812,0
0.711253250,1
0.711253750,0
0.711255312,1
0.711255813,0
0.711257313,1
0.711257812,0
0.711259312,1
0.711259875,0
0.711263375,1
0.711263875,0
0.711265438,1
0.711265938,0
0.711269375,1
0.711269938,0
0.711271437,1
0.711271937,0
0.711273438,1
0.711273938,0
0.711275500,1
0.711276000,0
0.711279500,1
0.711280000,0
0.711281562,1
0.711282125,0
0.711285500,1
0.711286063,0
0.711287563,1
0.711288125,0
0.711289562,1
0.711290125,0
0.711291625,1
0.711292188,0
0.711295625,1
0.711296125,0
0.711297687,1
0.711298250,0
0.711301625,1
0.711302187,0
0.711303687,1
0.711304250,0
0.711305750,1
0.711306250,0
0.711307812,1
0.711308313,0
0.711311750,1
0.711312313,0
0.711313875,1
0.711314375,0
0.711317813,1
0.711318375,0
0.711319875,1
0.711320375,0
0.711321875,1
0.711322438,0
0.711323938,1
0.711324500,0
0.711327875,1
0.711328437,0
0.711330000,1
0.711330500,0
0.711333937,1
0.711334500,0
0.711336000,1
0.711336562,0
0.711338000,1
0.711338563,0
0.711340063,1
0.711340625,0
0.711344063,1
0.711344562,0
0.711346125,1
0.711346687,0
0.711350125,1
0.711350625,0
0.711352125,1
0.711352688,0
0.711354125,1
0.711354687,0
0.711356250,1
0.711356750,0
0.711360187,1
0.711360688,0
0.711362250,1
0.711362812,0
0.711366250,1
0.711366750,0
0.711368312,1
0.711368812,0
0.711370313,1
0.711370813,0
0.711372375,1
0.711372937,0
0.711376312,1
0.711376875,0
0.711378437,1
0.711378938,0
0.711382375,1
0.711382875,0
0.711384438,1
0.711384937,0
0.711386437,1
0.711387000,0
0.711388500,1
0.711389063,0
0.711392438,1
0.711393000,0
0.711394562,1
0.711395125,0
0.711398500,1
0.711399062,0
0.711400563,1
0.711401125,0
0.711402625,1
0.711403125,0
0.711404625,1
0.711405188,0
0.711408625,1
0.711409125,0
0.711410688,1
0.711411250,0
0.711414688,1
0.711415187,0
0.711416750,1
0.711417250,0
0.711418750,1
0.711419250,0
0.711420812,1
0.711421312,0
0.711424750,1
0.711425313,0
0.711426875,1
0.711427375,0
0.711430812,1
0.711431313,0
0.711432875,1
0.711433375,0
0.711434875,1
0.711435438,0
0.711436938,1
0.711437500,0
0.711440875,1
0.711441437,0
0.711443000,1
0.711443500,0
0.711446937,1
0.711447500,0
0.711449000,1
0.711449563,0
0.711451000,1
0.711451562,0
0.711453062,1
0.711453625,0
0.711457062,1
0.711457563,0
0.711459125,1
0.711459687,0
0.711463125,1
0.711463625,0
0.711465125,1
0.711465688,0
0.711467188,1
0.711467688,0
0.711469250,1
0.711469750,0
0.711473187,1
0.711473750,0
0.711475312,1
0.711475813,0
0.711479250,1
0.711479750,0
0.711481313,1
0.711481812,0
0.711483312,1
0.711483875,0
0.711485375,1
0.711485875,0
0.711489375,1
0.711489875,0
0.711491437,1
0.711492000,0
0.711495375,1
0.711495937,0
0.711497438,1
0.711498000,0
0.711499437,1
0.711500000,0
0.711501562,1
0.711502063,0
0.711505500,1
0.711506000,0
0.711507625,1
0.711508125,0
0.711511563,1
0.711512062,0
0.711513625,1
0.711514125,0
0.711515625,1
0.711516125,0
0.711517687,1
0.711518187,0
0.711521687,1
0.711522187,0
0.711523750,1
0.711524250,0
0.711527687,1
0.711528250,0
0.711529750,1
0.711530250,0
0.711531750,1
0.711532313,0
0.711533813,1
0.711534375,0
0.711537813,1
0.711538375,0
0.711539875,1
0.711540437,0
0.711543875,1
0.711544375,0
0.711545875,1
0.711546438,0
0.711547938,1
0.711548437,0
0.711550000,1
0.711550500,0
0.711553937,1
0.711554500,0
0.711556063,1
0.711556562,0
0.711560000,1
0.711560562,0
0.711562062,1
0.711562563,0
0.711564063,1
0.711564562,0
0.711566125,1
0.711566687,0
0.711570125,1
0.711570687,0
0.711572250,1
0.711572750,0
0.711576187,1
0.711576688,0
0.711578250,1
0.711578750,0
0.711580250,1
0.711580750,0
0.711582313,1
0.711582812,0
0.711586250,1
0.711586812,0
0.711588375,1
0.711588875,0
0.711592375,1
0.711592875,0
0.711594375,1
0.711594938,0
0.711596375,1
0.711596937,0
0.711598437,1
0.711599000,0
0.711602437,1
0.711603000,0
0.711604500,1
0.711605062,0
0.711608500,1
0.711609000,0
0.711610562,1
0.711611063,0
0.711612563,1
0.711613063,0
0.711614625,1
0.711615125,0
0.711618625,1
0.711619125,0
0.711620687,1
0.711621188,0
0.711624687,1
0.711625188,0
0.711626688,1
0.711627250,0
0.711628687,1
0.711629250,0
0.711630813,1
0.711631313,0
0.711634750,1
0.711635313,0
0.711636875,1
0.711637375,0
0.711640812,1
0.711641375,0
0.711642875,1
0.711643438,0
0.711644875,1
0.711645437,0
0.711646937,1
0.711647500,0
0.711650937,1
0.711651438,0
0.711653000,1
0.711653563,0
0.711657000,1
0.711657563,0
0.711659062,1
0.711659562,0
0.711661063,1
0.711661625,0
0.711663125,1
0.711663687,0
0.711667125,1
0.711667625,0
0.711669187,1
0.711669750,0
0.711673187,1
0.711673688,0
0.711675250,1
0.711675750,0
0.711677250,1
0.711677750,0
0.711679313,1
0.711679875,0
0.711683313,1
0.711683813,0
0.711685375,1
0.711685937,0
0.711689375,1
0.711689875,0
0.711691375,1
0.711691938,0
0.711693375,1
0.711693937,0
0.711695500,1
0.711696000,0
0.711699500,1
0.711700000,0
0.711701563,1
0.711702063,0
0.711705563,1
0.711706063,0
0.711707563,1
0.711708125,0
0.711709562,1
0.711710125,0
0.711711625,1
0.711712187,0
0.711715688,1
0.711716187,0
0.711717750,1
0.711718250,0
0.711721687,1
0.711722250,0
0.711723750,1
0.711724313,0
0.711725750,1
0.711726312,0
0.711727875,1
0.711728375,0
0.711731875,1
0.711732375,0
0.711733938,1
0.711734500,0
0.711737938,1
0.711738437,0
0.711739937,1
0.711740500,0
0.711741938,1
0.711742500,0
0.711744062,1
0.711744562,0
0.711748000,1
0.711748562,0
0.711750125,1
0.711750688,0
0.711754125,1
0.711754625,0
0.711756188,1
0.711756687,0
0.711758187,1
0.711758688,0
0.711760250,1
0.711760750,0
0.711764250,1
0.711764813,0
0.711766312,1
0.711766875,0
0.711770313,1
0.711770812,0
0.711772375,1
0.711772875,0
0.711774375,1
0.711774875,0
0.711776437,1
0.711776938,0
0.711780437,1
0.711780938,0
0.711782500,1
0.711783063,0
0.711786500,1
0.711787000,0
0.711788562,1
0.711789062,0
0.711790562,1
0.711791063,0
0.711792625,1
0.711793125,0
0.711796625,1
0.711797125,0
0.711798687,1
0.711799250,0
0.711802687,1
0.711803250,0
0.711804750,1
0.711805250,0
0.711806750,1
0.711807312,0
0.711808813,1
0.711809375,0
0.711812812,1
0.711813375,0
0.711814938,1
0.711815437,0
0.711818938,1
0.711819437,0
0.711820937,1
0.711821500,0
0.711822938,1
0.711823500,0
0.711825000,1
0.711825562,0
0.711829062,1
0.711829562,0
0.711831125,1
0.711831688,0
0.711835125,1
0.711835625,0
0.711837188,1
0.711837687,0
0.711839125,1
0.711839688,0
0.711841188,1
0.711841750,0
0.711845250,1
0.711845750,0
0.711847375,1
0.711847875,0
0.711851312,1
0.711851812,0
0.711853375,1
0.711853875,0
0.711855375,1
0.711855875,0
0.711857437,1
0.711857938,0
0.711861437,1
0.711862000,0
0.711863563,1
0.711864063,0
0.711867500,1
0.711868063,0
0.711869562,1
0.711870125,0
0.711871563,1
0.711872125,0
0.711873625,1
0.711874187,0
0.711877625,1
0.711878187,0
0.711879750,1
0.711880250,0
0.711883687,1
0.711884250,0
0.711885750,1
0.711886313,0
0.711887750,1
0.711888312,0
0.711889875,1
0.711890375,0
0.711893812,1
0.711894375,0
0.711895938,1
0.711896500,0
0.711899875,1
0.711900437,0
0.711901937,1
0.711902500,0
0.711903938,1
0.711904500,0
0.711906062,1
0.711906562,0
0.711910062,1
